e***e ( 22) ,5,Awesome product and fast!,2013-03-22,
a***a ( 14) ,5,received quickly and i love it,2013-03-22,
e***i ( 13) ,5,I love it! Just what I wanted. Great to do business with. ,2013-03-20,
j***i ( 25) ,5,"Great seller and item, thank you!! Even more beautiful in person! 5+ stars!!!",2013-03-20,
2***2 ( 443) ,5,thank you,2013-03-20,
d***e ( 35) ,5,All I Can say is Perfect. And I will be buying from again... Thank You ,2013-03-20,
r***o ( 104) ,5,Looks good thanks,2013-03-20,
k***d ( 7 ) ,5,"Just as described and very professional, I'm very pleased. ",2013-03-19,
m***s ( 6 ) ,5,The most beautiful ring! I will buy from this seller again!!,2013-03-19,
4***4 ( 14) ,5,"have not given it to her yet, but it is a beautifully crafted ring",2013-03-18,
h***d ( 250) ,5,"Beautiful ring, thanks!",2013-03-18,
7***z ( 48) ,5,Amazing rings! I absolutely love them! Highly recommended seller! Superb!,2013-03-18,
3***e ( 35) ,5,very nice ring!Thank you.Loved the present!,2013-03-18,
s***a ( 400) ,5,fast shipping,2013-03-18,
n***9 ( 121) ,5,This is the most beautiful ring I have ever seen. The quality is exceptional. AA,2013-03-17,
d***n ( 122) ,5,Beautiful ring!!!! Thank you,2013-03-17,
w***s ( 61) ,5,Very Impressed and satisfied!!! Beautiful ring set and excellent packaging!!!!!!,2013-03-16,
s***t ( 227) ,5,Thank you. Looks great! Perfect sparkle.,2013-03-15,
2***2 ( 19) ,5,Very beautiful! Fast shipping,2013-03-15,
8***8 ( 41) ,5,LOVE it !!!,2013-03-15,
n***n ( 88) ,5,"Great jewels, I love them!! 100% recommended THANK YOU!!! ",2013-03-14,
o***o ( 344) ,5,Nice ring..Perfect...Fast ship...AAAAAAAAAAA+++++++++++++++++,2013-03-14,
8***4 ( 56) ,5,Beautiful!!!!!!!!!!!!.....thank you so much.......Fast shipping!!!,2013-03-14,
u***u ( 189) ,5,Thanks,2013-03-14,
2***h ( 29) ,5,beautifulproduct customer service,2013-03-13,
u***e ( 1 ) ,5,We're very happy with our purchase. ,2013-03-13,
c***a ( 31) ,5,Thank you for my ring I absolutely love it,2013-03-12,
a***a ( 478) ,5,great ebay person thanks,2013-03-12,
e***e ( 126) ,5,Very beautiful plus nice gift,2013-03-12,
a***1 ( 45) ,5,The rings were amazing! Looks 110%real! Shipping only took 1 day to get to Ohio!,2013-03-11,
a***a ( 120) ,5,"Absolutely love my ring, it's amazing! The bonus earrings were a nice surprise",2013-03-11,
d***e ( 66) ,5,Easy communication a+,2013-03-11,
j***r ( 51) ,5,Beautiful ring just like picture,2013-03-11,
e***2 ( 42) ,5,Wonderful customer service and beautiful products!,2013-03-11,
e***2 ( 42) ,5,Beautiful! Great customer service!,2013-03-11,
s***o ( 107) ,5,"Great product, fast shipping, and very helpful",2013-03-10,
o***s ( 386) ,5,A+ thank you,2013-03-10,
l***v ( 2 ) ,5,"More than I expected! Very efficient, professional, and exquisite products.",2013-03-10,
t***g ( 198) ,5,i love it,2013-03-09,
h***5 ( 54) ,5,"Great communication,beautiful purchase.",2013-03-09,
e***o ( 106) ,5,This set is beautiful more than i expected great fast AAA+++service,2013-03-09,
_***r ( 337) ,5,Excellent Seller. Extremely Beautiful Ring.,2013-03-09,
g***o ( 156) ,5,Great Item!!! Fast Shipping! Clear Communication! Highly Recommend!,2013-03-09,
m***r ( 52) ,5,Returned this because of size but got the right one and they are beautiful!,2013-03-08,
l***j ( 575) ,5,Thank you so much! I love it!!!!!,2013-03-08,
i***f ( 134) ,5,"Thank you, My wife loves it. Great doing business with you.",2013-03-07,
k***b ( 46) ,5,"Fast Shipping, and high quality presentation of product. Thank you so much",2013-03-07,
j***o ( 55) ,5,Great service,2013-03-06,
4***0 ( 60) ,5,Thank you.. My wife and everyone loved the ring . I'll definitely buy again,2013-03-06,
e***e ( 27) ,5,"thank you,it very fast delivery ,very happy ,will do business with you again..",2013-03-05,
2***2 ( 255) ,5,Awesome! Great transaction and we love the ring!!,2013-03-05,
2***2 ( 255) ,5,Just AWESOME!! We LOVE it! GREAT customer service and diamonds!!,2013-03-05,
d***u ( 42) ,5,great!!!!!,2013-03-05,
x***s ( 171) ,5,Super fast shipping! Item exactly as described!,2013-03-05,
m***m ( 80) ,5,"They are beautiful, thank you very much! ",2013-03-05,
i***m ( 48) ,5,great product. as listed. fast shipping.,2013-03-05,
i***m ( 48) ,5,very nice product for the price. received many compliments. great seller,2013-03-05,
j***p ( 28) ,5,Love the ring!!! Fast shipping and great customer service. Will be back,2013-03-04,
v***g ( 140) ,5,Love it !!!! A+++++ very fast shipping !!!the BEST seller ever !!! Thank you !!!,2013-03-04,
m***l ( 68) ,5,"beautiful ring, worth every penny, the packaging was great- top of the line!!",2013-03-04,
n***0 ( 3 ) ,5,FREAKIN LOVE IT!!!! sooo pretty and sparkles like crazy,2013-03-04,
y***i ( 14) ,5,"A+++++ ring is above expectations, just awesome! Great communication fast shipm",2013-03-04,
k***t ( 160) ,5,A+++++ seller beautiful products!!! Very very happy ,2013-03-03,
e***a ( 652) ,5,"Simple put, Outstanding AAAAA",2013-03-03,
1***j ( 31) No longer a registered user,5,they went out of they're way to help me,2013-03-03,
l***l ( 1417) ,5,Great sellers.,2013-03-03,
e***r ( 27) ,5,Had to cancel order. They were very helpful and polite. Gave refund quickly,2013-03-02,
r***e ( 4 ) ,5,"This is amazing and worth every cent,Great seller.",2013-03-02,
p***m ( 17) ,5,Very beautiful ring! Exceeded expectations! Thank you!,2013-03-02,
f***n ( 64) ,5," fast shipping, the ring was beautifull. Great ebayer. Awesome communication.",2013-03-02,
n***n ( 103) ,5,"great seller ,very helpful and so easy to work with,thank u seller ðŸŒºðŸŒºðŸŒºðŸŒº",2013-03-02,
3***3 ( 235) No longer a registered user,5,Amazing seller shipping was fast and item Is amazing!!! So in love!!!,2013-03-02,
1***1 ( 50) ,5,Great! Thanks! The ring is beautiful !,2013-03-02,
m***n ( 377) ,5,as described,2013-03-01,
h***r ( 140) ,5,Shipping and item were WAY above expectations! I will shop again with them soon,2013-02-28,
4***4 ( 457) ,5,Thanks!,2013-02-27,
9***9 ( 639) ,5,"Beautiful rings, great communication, fast shipping. Thank You. AAA+++",2013-02-27,
9***9 ( 29) ,5,"very excellent ring, excellent service, very good people to deal with ",2013-02-26,
1***l ( 29) ,5,"Very good service, after sales communication.",2013-02-26,
e***f ( 123) ,5,"Great seller, Great deal would buy from them again.. Looks beautiful.",2013-02-26,
j***t ( 28) ,5,Thank you for everything she loves it!!!!,2013-02-25,
6***6 ( 184) ,5,Package came in good condition. ,2013-02-25,
d***d ( 157) ,5,Great earrings Thanks!!!,2013-02-25,
j***9 ( 17) ,5,very happy. would direct others to this site.,2013-02-24,
t***r ( 187) ,5,MY RING IS SOOO GORGEOUS WORDS CAN'T EXPRESS HOW HAPPY I AM THE EARRING ARE ALSO,2013-02-23,
r***o ( 149) ,5,"the most BEAUTIFUL stone I've ever seen, even in luxury jewelry stores!!!",2013-02-23,
b***s ( 48) ,5,As always stunning and gorgeous!! Thank you for the most beautiful LC diamonds!,2013-02-23,
n***2 ( 48) ,5,pretty,2013-02-23,
7***7 ( 4 ) ,5,over all the service was excellent and the ring was spectacular,2013-02-22,
l***a ( 41) ,5,"A+, beautiful ring. Would do business with them again",2013-02-22,
6***6 ( 193) ,5,Perfect transaction. A+ EBAYer.,2013-02-22,
j***e ( 3 ) ,5,Great seller,2013-02-22,
2***2 ( 12) ,5,I found another ring with this same company. I want to scratch this one. Cool?,2013-02-21,
y***y ( 16) ,5,They are very pretty earrings!,2013-02-21,
n***0 ( 627) ,5,The best! Love agape jewels. Definately will buy again.,2013-02-21,
c***i ( 26) ,5,May I please return,2013-02-20,
n***e ( 27) ,5,Ring was beautiful. Shipped fast and seller was quick to respond all questions.,2013-02-20,
r***n ( 34) ,5,"Great service, great product and very fast shipping, would purchase from again.",2013-02-19,
e***u ( 288) ,5,thanks..,2013-02-19,
s***i ( 19) ,5,"Fast Shipping, Great Transaction. Thank you!",2013-02-18,
n***s ( 351) ,5,GREAT COMMUNICATION! THANKS SO MUCH! EXTREMELY PLEASED!!!,2013-02-18,
j***u ( 324) ,5,"super seller! I'm very pleased, great product! I recommend to all!",2013-02-17,
g***s ( 54) ,5,"Very nice item, I am impress. Quick delivery! Very happy with the ring",2013-02-16,
2***2 ( 60) ,5,Beautiful ring! Fast shipping and great communication. Top notch packaging. A+++,2013-02-15,
b***s ( 48) ,5,Absolutely beautiful!!!,2013-02-14,
o***l ( 340) ,5,Best seller on eBay!!! Very happy with quality and service! The BEST!!!!!,2013-02-14,
o***e ( 15) ,5,very beautiful jewelry and fast delivery!,2013-02-14,
r***7 ( 51) ,5,Excellent service and timely responses to all questions/concerns. Thank you!,2013-02-13,
o***p ( 10) ,5,Nice people ,2013-02-13,
o***7 ( 221) ,5,Wow just wow thank you very much,2013-02-12,
d***8 ( 64) ,5,Hands down the best seller I have dealt with. Thank you for everything.,2013-02-12,
r***r ( 175) ,5,Thanks she loved it A+++ and a bonus thanks again,2013-02-12,
u***f ( 4 ) ,5,Awesome customer service and my ring is gorgeous!!,2013-02-12,
r***w ( 5 ) ,5,Love the ring its beautiful wife will be so surprised on vday thank yall so mch,2013-02-11,
1***1 ( 16) ,5,"beautiful stone! very satisfied, will do business again.A+A+A+",2013-02-11,
g***j ( 16) ,5,Communication was excellent! Shipping was fast! Sooo satisfied with this company,2013-02-11,
7***s ( 123) ,5,Absoloutly stunning & beautiful,2013-02-09,
a***h ( 71) ,5,Thanks! ,2013-02-09,
i***r ( 205) ,5,"Great stone and fast shipping, lightning fast!",2013-02-09,
a***a ( 5 ) ,5,Amazing ring! Absolutely perfect. I've gotten so many compliments already.,2013-02-08,
r***t ( 28) ,5,Thank you!,2013-02-08,
a***n ( 59) ,5,Im so happy!!! I love it!!!!Thank you so much!!ðŸ˜‰,2013-02-08,
t***a ( 50) ,5,I absolutely love the ring and they were very very very easy to work with!,2013-02-08,
h***1 ( 170) ,5,"Although i didnt get this item, very fast and great communactions, very easy",2013-02-08,
a***o ( 43) ,5,Ring size 7.5,2013-02-07,
r***e ( 272) ,5,great nice packing,2013-02-07,
l***0 ( 52) ,5,Very quick to ship good price. We love the rings top quality great value,2013-02-06,
n***r ( 10) ,5,Please send my ring in a size 6,2013-02-06,
8***n ( 184) ,5,Great item,2013-02-05,
t***a ( 44) ,5,Seller was extremely easy to work with. Quick Shipping.,2013-02-05,
5***5 ( 17) ,5,"A very beautiful ring, love it",2013-02-05,
j***o ( 105) ,5,Awesome!! Thank you ,2013-02-04,
t***a ( 0 ) ,5,"the ring is awesome with great quality and craftsmanship, a must buy ! thanks ",2013-02-04,
e***f ( 1437) ,5,GREAT EBAYER!!!!,2013-02-03,
a***e ( 39) ,5,Beautiful Packaging and timely,2013-02-02,
f***n ( 30) ,5,"Great product ,Fast shipping and very Happy!",2013-02-02,
s***1 ( 39) ,5,agapejewels is a very professional company,2013-02-01,
t***b ( 235) ,5,Very nice,2013-02-01,
Buyer: d***s ( 3 ) ,5,The rings I bought were absolutely beautiful. He does really good work.,2013-02-01,
c***a ( 755) ,5,Excellent. Thank you!,2013-01-31,
d***w ( 867) ,5,"great customer service, thanks",2013-01-30,
c***o ( 89) ,5,Absolutely beautiful! Thank you Richard for the great customer service.,2013-01-30,
d***l ( 384) ,5,Great Communication! Fast Shipping! Loved the Stone!!!!,2013-01-29,
n***a ( 169) ,5,Communication and understanding is great. Recommend seller,2013-01-29,
o***l ( 73) ,5,Very nice,2013-01-28,
o***l ( 73) ,5,Very good,2013-01-28,
a***t ( 65) ,5,"Perfect seller! Great communication!! Super fast shipping!!! Outstanding, thanks",2013-01-28,
l***h ( 31) ,5,"Its incrediable,very ",2013-01-27,
d***u ( 35) ,5,this is the best customer service i yet to receive. thanks. i'm please,2013-01-25,
t***o ( 339) ,5,thank you very pretty,2013-01-25,
7***a ( 147) ,5,So Beauitful !!!! Thank you So much and for stunning earrings !!!!!,2013-01-25,
l***9 ( 16) ,5,BEAUTIFUL ring and faster shipping than I expected! Can't wait to show it off!,2013-01-24,
o***7 ( 55) No longer a registered user,5,Thank you.,2013-01-24,
k***u ( 50) ,5,"Love this vendor, i'll be happy to add him to my favorites",2013-01-23,
a***u ( 329) ,5,As described,2013-01-23,
a***i ( 73) ,5,A++ seller,2013-01-22,
s***i ( 41) ,5,The ring is beautiful and stunning in person! I'm very happy and will be always,2013-01-22,
e***e ( 83) ,5,"Very personal considering this is a major seller, thank ya'll again.",2013-01-21,
n***u ( 83) ,5,Love love love it! Great product great people!,2013-01-21,
0***0 ( 82) ,5,Great will buy more thanks love the ring ,2013-01-21,
n***a ( 169) ,5,Communication and understanding is great. Recommend seller,2013-01-20,
a***l ( 14) ,5,"OUTSTANDING RING , OUTSTANDING CUSTOMER SERVICE. ILL BUY AGAIN",2013-01-20,
r***o ( 80) ,5,love this seller! Great communication!,2013-01-19,
a***e ( 21) ,5,Beautiful ring!,2013-01-19,
s***y ( 1788) ,5,A,2013-01-19,
u***l ( 25) ,5,Great service and product. Will recommend to all I know!,2013-01-18,
q***d ( 734) ,5,"5 Star Seller!! Great Communication, Beautiful Items!!!",2013-01-18,
e***m ( 47) ,5,Great price fast shipping!! Awesome seller!,2013-01-18,
r***o ( 116) ,5,Beatifull ring and band a good price too.,2013-01-18,
c***n ( 48) ,5,Great seller to do business with. Fast shipping and beautiful ring. ,2013-01-16,
n***m ( 25) ,5,Thanks for shipping. Very happy with product and seller!,2013-01-16,
0***r ( 539) ,5,"OMG.....it's just beautiful, highly recommend this seller! Very fast shipping!",2013-01-15,
s***r ( 48) ,5,fast shipping great looking piece AAAA+++++ will buy from again.,2013-01-14,
c***t ( 222) ,5,FAST SHIPPING,2013-01-13,
v***e ( 13) ,5,"Beautiful ring, she loves it and I am now engaged. Thank you for a great job!!!!",2013-01-11,
o***n ( 4 ) ,5,I love this stone and the box it came in. The process was very fast and easy.,2013-01-11,
o***i ( 101) ,5,"Thanks, very nicely packed and shipped, great honest seller",2013-01-10,
p***a ( 25) ,5,"Did not end up keeping product, but great seller. Good communication.",2013-01-10,
t***0 ( 97) ,5,Absolutely love it! ,2013-01-10,
e***a ( 34) ,5,"Thank you, very happy with my purchase and I'm sure I will be a repeat customer.",2013-01-09,
e***a ( 34) ,5,"Thank you received quickly, and they are very beautiful.",2013-01-09,
i***i ( 35) ,5,Wasn't my style. No hassle return. I will deal with Agape again. Thank you.,2013-01-09,
g***b ( 30) ,5,Communication was good!,2013-01-08,
c***r ( 48) ,5,It's wonderful. Couldn't have asked for better.,2013-01-08,
i***i ( 269) ,5,Ring was great! Shipping was lightning fast! Thanks!,2013-01-08,
d***b ( 88) ,5,Awesome Doing Business With You! Thanks so Much!!! :),2013-01-07,
9***9 ( 491) ,5,beautiful jewlery. Fast shipping.,2013-01-07,
r***- ( 1025) ,5,Great Ebayer! A++,2013-01-05,
a***e ( 82) ,5,"Outstanding price, shipping and product. Absolutely beautiful. ",2013-01-05,
i***e ( 65) ,5,"BEAUTIFUL!!! great quality, seller communicated so good, pkg box great& earrings",2013-01-04,
v***d ( 1946) No longer a registered user,5,I LOVE IT!! Thank you so much xx,2013-01-04,
9***0 ( 15) ,5,BEAUTIFUL,2013-01-04,
a***i ( 73) ,5,"Item as described, looks fantastic! I would highly recommend the seller!",2013-01-03,
d***r ( 51) ,5,"Fast shipping, amazing ring and quality, very impressed and thankful!! A ++++",2013-01-02,
i***e ( 8 ) ,5,was exellent company,2013-01-02,
e***p ( 515) ,5,Absolutely LOVE it! Couldn't be happier!,2013-01-01,
_***n ( 29) ,5,Beautiful ring!,2013-01-01,
s***a ( 2011) ,5,Thanks,2013-01-01,
g***b ( 14) ,5,"Beautiful ring,easy transaction, definitely said yes!",2013-01-01,
a***d ( 259) ,5,"Great product, great communication. Thanks for a positive experience!",2012-12-31,
a***d ( 259) ,5,Great product and great communication. Thanks for a positive experience.,2012-12-31,
f***c ( 147) ,5,Richard is an A+ guy!!,2012-12-31,
t***o ( 25) ,5,"Incredibly happy with the quality, the shipping time & gift included! Excellent!",2012-12-29,
l***i ( 23) ,5,"Excellent seller,very professional and even better merchandise!",2012-12-29,
m***t ( 148) ,5,Gorgeous! I love this ring!,2012-12-29,
a***e ( 145) ,5,"everything about the transaction was top rate, would recommend",2012-12-28,
c***a ( 119) ,5,Absolutely beautiful and great communication would do business again,2012-12-27,
k***i ( 512) ,5,Fast Shipping with an absolutely gorgeous ring! Thanks and Happy Holidays!,2012-12-27,
p***s ( 110) ,5,Very happy with my purchase.,2012-12-27,
a***6 ( 149) ,5,love the sparks,2012-12-26,
m***g ( 196) ,5,A+++++++,2012-12-26,
b***t ( 1034) ,5,love it,2012-12-26,
t***0 ( 147) ,5,Very fast shipping! Right in time for Christmas! Thank you!,2012-12-24,
h***h ( 13) ,5,Great service and product,2012-12-24,
o***d ( 15) ,5,"Thank you,love it,great item, just like you post it :) ",2012-12-23,
n***s ( 233) ,5,"Thank you, love it !!",2012-12-22,
l***e ( 19) ,5,absolutely beautiful jewelry,2012-12-22,
d***e ( 229) ,5,"Excellent stone, fast and friendly service, do not hesitate to shop AGAPE!",2012-12-22,
n***h ( 8 ) ,5,Very easy purchase...Great product!,2012-12-21,
l***e ( 16) ,5,Ring size 7,2012-12-21,
3***3 ( 13) ,5,Great experience and very good communicator!!,2012-12-21,
e***c ( 363) ,5,BEAUTIFUL!!!!!!!!! Love it!! Would recommend!!,2012-12-21,
t***4 ( 13) ,5,"the ring is beautiful, wife loves it, great job, thank you",2012-12-20,
_***0 ( 4 ) ,5,I recieved my ring today was shipped last night it is absolutely beautiful,2012-12-20,
p***i ( 37) ,5,We love it! It's perfect!,2012-12-20,
1***i ( 93) ,5,This ring is the most beautiful thing I have ever seen. Thank you! ,2012-12-20,
n***r ( 25) ,5,"Gorgeous item, great price, great communication from seller",2012-12-20,
n***g ( 9 ) ,5,"Item as described, great transaction....Thanks You",2012-12-20,
3***6 ( 312) ,5,excellent customer service ring is gorgeous,2012-12-20,
d***o ( 1 ) ,5,Excellent,2012-12-19,
s***r ( 341) ,5,AAA++ Seller Fast shipping Please leave me feed back,2012-12-19,
i***a ( 341) ,5,GREAT PRODUCT. AWESOME COMMUNICATION. FAST SHIPMENT. THANK YOU,2012-12-18,
a***2 ( 3 ) ,5,Its beautiful! Thank you!,2012-12-18,
4***e ( 565) ,5,As advertised - thank you.,2012-12-18,
a***r ( 225) ,5,Thank you fast,2012-12-17,
c***h ( 129) No longer a registered user,5,Great seller! Thanks a ton,2012-12-17,
d***e ( 842) ,5,Great Transaction! Fast Shipping and good Communications! Recommended A+,2012-12-17,
n***s ( 5 ) ,5,Beautiful ring!!! Love it!!!,2012-12-17,
m***n ( 15) ,5,awesome business,2012-12-14,
2***2 ( 278) ,5,very nice product,2012-12-12,
c***d ( 66) ,5,"Best seller, great communication, can't recommend highly enough. Thank you!!",2012-12-12,
s***f ( 203) ,5,Outstanding; fast shipping. Thanks!,2012-12-12,
6***6 ( 541) ,5,Good all around transaction. Thanks.,2012-12-11,
r***i ( 218) ,5,"Awesome, beautiful ring",2012-12-11,
m***y ( 183) ,5,Awesome ring just as described. ,2012-12-11,
0***0 ( 55) ,5,"Product is amazing, fast shipping and outstanding customer support. Thanks",2012-12-11,
e***a ( 25) ,5,Awesome quality stone! love it! thank you!! Excellent ebayer!,2012-12-11,
a***k ( 6 ) ,5, My gf is in love with the ring more than she do with!! Ty so much! A plus!!,2012-12-10,
m***a ( 2 ) ,5,Great service again; very satisfied,2012-12-10,
k***5 ( 1206) ,5,This is what ebays all about great people to deal with AAAA++++,2012-12-10,
o***0 ( 19) ,5,I'm very happy thank you..,2012-12-10,
c***a ( 34) ,5,Excellent! Very happy!,2012-12-10,
m***l ( 957) ,5,beautiful; love their jewelry,2012-12-10,
m***l ( 957) ,5,love their jewelry; beautiful,2012-12-10,
d***u ( 83) ,5,"Great communication, fast shipping, and beautiful ring! ",2012-12-08,
1***n ( 120) ,5,AMAZINGLY GORGEOUS! REAL GOLD!!!! A+++ Ebayer Great cust.care! Thank you!!!,2012-12-08,
j***p ( 30) ,5,I would strongly recommend this company to anyone. I was very impressed . ,2012-12-07,
t***i ( 945) ,5,A++++,2012-12-07,
i***j ( 39) ,5,Great seller. Good communication and fast shipping. Great product. ,2012-12-06,
n***a ( 4 ) ,5,Beautiful stone and great customer service! Very happy.,2012-12-06,
a***2 ( 16) ,5,Ring looks AMAZING! I love it.,2012-12-06,
a***7 ( 74) ,5,absolutely gorgeous best looking simulated diamond i have seen to date,2012-12-05,
j***8 ( 165) ,5,"Absolutely beautiful ring, Great communication & fast shipping Thanks :)",2012-12-04,
1***a ( 47) ,5,She is very happy with the ring,2012-12-04,
2***7 ( 29) ,5,very nice would buy again,2012-12-04,
e***t ( 362) ,5,"Fast ship, beautiful earings! Thank you",2012-12-04,
c***c ( 413) ,5,"Ab fab! Gr8 comms, great design, highly recommended eBayer",2012-12-04,
6***6 ( 133) ,5,Love it! Thanks,2012-12-03,
p***s ( 25) ,5,Ring looks amazing!!! I just got it so I hope it holds up like it promises. ,2012-12-03,
c***e ( 46) ,5,Ring looks perfect!!! Very impressed. ,2012-12-03,
e***n ( 4 ) ,5,It was just as they said it would be ... Perfect,2012-12-03,
6***6 ( 52) ,5,"Awesome, beautiful ring!!! Thank you VERY much!!!",2012-12-02,
3***3 ( 25) ,5,So pleased with the quality and excellent customer service!,2012-12-01,
v***c ( 373) ,5,"Exceeded all expectations, stunning! Fast shipping too. Thank you!",2012-12-01,
s***k ( 60) ,5,Excellent ,2012-11-30,
l***n ( 170) ,5,The ring is stunning! Shipping was quick! Description was spot on. Thank you,2012-11-30,
r***j ( 24) ,5,good,2012-11-30,
a***7 ( 74) ,5,I cancelled this order and placed another one. Very fast and curtious service A+,2012-11-29,
r***3 ( 601) ,5,"very nice product and very good to deal with, will buy again",2012-11-28,
d***d ( 46) ,5,Amazing quality and craftsmanship. Unbelievable happy with this purchase. ,2012-11-28,
b***i ( 32) ,5,very quick shipment and pleasant to work with!,2012-11-28,
8***8 ( 937) ,5,Beautiful ring! A pleasure to deal with. Totally satisfied.,2012-11-28,
r***e ( 41) ,5,Very nice quality,2012-11-27,
c***o ( 70) ,5,"excellent customer service, response to question",2012-11-26,
i***t ( 146) ,5,quick shipment and beautiful stone,2012-11-26,
b***h ( 58) No longer a registered user,5,FAST SHIPMENT GREAT RING THANKS,2012-11-25,
t***y ( 5 ) ,5,Size 6,2012-11-24,
t***y ( 5 ) ,5,Cancel for second transaction,2012-11-24,
a***1 ( 221) ,5,Item desing beautiful. Seller really attentive to buyer. Great seller .,2012-11-22,
1***1 ( 76) ,5,Perfect!,2012-11-21,
b***l ( 34) ,5,VERY GOOD SELLER,2012-11-20,
y***9 ( 659) ,5,I want to return the item it didn't work for me.,2012-11-20,
s***p ( 25) ,5,Thanks ,2012-11-18,
t***c ( 15) ,5,Sent wrong ring. ,2012-11-18,
g***a ( 167) ,5,"Love love it,,,thx!!!",2012-11-17,
q***n ( 415) ,5,thank you A+++,2012-11-16,
n***o ( 37) ,5,"Beautiful ring, great cust service, very happy -thanks!!",2012-11-15,
m***s ( 12) ,5,Great customer service and fast shipping.,2012-11-14,
8***- ( 54) ,5,Thanks for your great service!,2012-11-13,
l***o ( 31) ,5,Loved the ring. Fast shipping. ,2012-11-12,
m***7 ( 27) ,5,Beautiful!,2012-11-08,
z***w ( 798) ,5,Love it,2012-11-08,
c***j ( 25) ,5,Thanks. It's perfect! ,2012-11-07,
y***c ( 578) ,5,Great!,2012-11-07,
m***i ( 94) ,5,"Warp speed shipping, little dissapointed though. Stone looks fake vs moissanite.",2012-11-07,
n***l ( 235) ,5,BEAUTIFUL RING!! A++++++ Customer Service!!!,2012-11-06,
n***k ( 71) ,5,Returned item however; customer service was excellent.,2012-11-06,
v***n ( 97) ,5,Great beauty!,2012-11-05,
0***0 ( 405) ,5,Great stone. Fast shipping,2012-11-02,
1***h ( 269) ,5,Thanks ***** satisfaction ,2012-11-02,
1***h ( 269) ,5,Thanks ***** satisfaction ,2012-11-02,
n***r ( 22) ,5,"Very good product for the price. But when ship in Canada , u have custom fees ..",2012-10-31,
e***n ( 3 ) ,5,VERY BEAUTIFUL. MONEY WELL SPENT. THANKS SO MUCH.,2012-10-29,
g***g ( 69) ,5,"perfect, thank you",2012-10-28,
m***a ( 2 ) ,5,Beautiful stone! Came quick. These guys are pros.,2012-10-27,
n***a ( 4 ) ,5,Wonderful experience with Agape. They are great!,2012-10-27,
s***1 ( 182) ,5,Absolutely gorgeous ring! Excellent communication! Incredible customer service!,2012-10-27,
g***d ( 149) ,5,Quality product an fast delivery,2012-10-27,
h***c ( 602) ,5,Happy with transaction,2012-10-26,
a***f ( 18) ,5,"perfect deal, nice and quick",2012-10-25,
b***0 ( 89) ,5,My ring is perfect. Thanks so much. Great seller with very fast shipping. ,2012-10-25,
n***n ( 57) ,5,Ring just didnt have the weight to it of a 1 ct diamond,2012-10-25,
8***8 ( 494) ,5,VERY NICE RING,2012-10-24,
e***u ( 84) ,5,"Very very gorgeous ring, thank you so much. Great communication as well.",2012-10-22,
4***4 ( 115) ,5,super fast shipping the ring looks great. Thankyou,2012-10-20,
2***2 ( 109) ,5,Great communication!!!fast shipping ;)love this ring!!!! Gorgeous!,2012-10-20,
n***k ( 293) ,5,absolutely beautiful. I will buy more.,2012-10-20,
i***e ( 76) ,5,Great communication..awesome,2012-10-20,
t***3 ( 9 ) ,5,The entire process was most positive. The product....perfect!,2012-10-19,
c***c ( 24) ,5,"Beautiful ring, and absolutely great customer service!! A+++",2012-10-19,
n***k ( 71) ,5,Transaction had to be canceled do to my incorrect address. Seller was wonderful,2012-10-19,
k***c ( 278) ,5,"Wow! Even better than I was expecting! Quick, great communication, awesome!!",2012-10-19,
b***9 ( 188) ,5,Amazing customer services... Great company!,2012-10-19,
s***e ( 225) No longer a registered user,5,Perfect! Thanks! Fast shipping! Highly recommended!,2012-10-16,
l***u ( 11) ,5,"Great seller, I got exactly what I wanted. Thank you!",2012-10-15,
n***s ( 647) ,5,fst shpng itm as described happy cstmr thank you,2012-10-15,
n***e ( 89) ,5,great product looks stunning!,2012-10-14,
n***e ( 131) ,5,"The loose diamond is beautiful, super fast shipping, thank you!",2012-10-14,
2***2 ( 109) ,5,Answered all my questions and concerns the same day!!,2012-10-12,
2***2 ( 109) ,5,Seller has the best communication!!!!! Best customer service!!!,2012-10-12,
b***t ( 73) ,5,"Love my new ring! And Agape customer service is the best! Thank you, Richard",2012-10-09,
r***a ( 4 ) ,5, seller was flexible & great since my Paypal wasn't working - will post more,2012-10-08,
c***v ( 944) ,5,perfect,2012-10-07,
1***1 ( 8 ) ,5,Great product,2012-10-07,
1***1 ( 96) ,5,very beautiful!!! lightning fast shipping thanks agape jewels ,2012-10-04,
l***u ( 13) ,5,Great diamond ring...I couldn't be happier ...:),2012-10-02,
4***k ( 94) ,5,Ring L@@ks like a spent two or three times what I actually did!!!!!!!!,2012-09-30,
f***c ( 6 ) ,5,Great product for the value,2012-09-29,
l***o ( 143) ,5,Very godd!,2012-09-28,
o***c ( 53) ,5,"Outstanding company, wonderful products, quick and easy transaction.",2012-09-27,
l***i ( 82) ,5,A few issues with the ring but seller has great communication fixing it free,2012-09-27,
a***f ( 18) ,5,"Really nice, love the piece. Awesome box, nice presentation. Highly recommended!",2012-09-27,
n***s ( 100) ,5,AWESOME! great customer service! she said Yes ,2012-09-25,
w***c ( 77) ,5,This ring is absolutely gorgeous. It has the WOW factor.,2012-09-25,
6***k ( 24) ,5,"Excellent Service, product just as described, will buy from again",2012-09-25,
r***1 ( 162) ,5,Super fast shipping!,2012-09-24,
t***0 ( 11) ,5,Love the ring! Wish it had been cleaned prior to shipping though. ,2012-09-22,
