Do you still get the free earrings with this,Buyer: 8***8 ( 82) ,Apr-15-13 19:47
Thanks so much!_Ù÷Ûloving it!!!,Buyer: m***e ( 221) ,Apr-14-13 14:21
Thanks,Buyer: o***a ( 9 ) ,Apr-12-13 19:41
A++++ seller fast shipping .... Love it! ,Buyer: y***i ( 170) ,Apr-12-13 12:01
Great seller. amazing fast shipping. Great communication. stunning product,Buyer: g***e ( 30) ,Apr-12-13 09:57
Beautiful! Can not tell from the real thing!,Buyer: j***o ( 109) ,Apr-12-13 05:58
Received the item thank you so much it's gorgeous ,Buyer: h***c ( 47) ,Apr-11-13 13:39
exceptional service and quality as always,Buyer: o***1 ( 134) ,Apr-10-13 12:53
Awesome deal!! Love the ring!! Highly recommended!!! A++++++++++++++++++,Buyer: t***o ( 200) ,Apr-10-13 12:19
BEAUTIFUL my daughter will be so happy thank you!!,Buyer: d***6 ( 274) ,Apr-10-13 06:14
Transaction went very smooth....she was very impressed.,Buyer: e***v ( 13) ,Apr-10-13 04:28
Great item for a great price!!!,Buyer: 4***4 ( 68) ,Apr-09-13 07:24
Absotlutely STUNNING!!!!,Buyer: l***a ( 84) ,Apr-08-13 19:25
"Beautifulllllllll Ring, Best jewelry seller I ever dealed with Hands down!!",Buyer: e***g ( 227) ,Apr-08-13 16:42
I found this service very helpful and very accurate.The finished product amazing,Buyer: u***u ( 1 ) ,Apr-08-13 16:27
Thankyou so much ...Your quick and professional service was a breath of fresh ai,Buyer: t***y ( 208) ,Apr-08-13 00:41
Very easy transaction ring was top quality my wife loved it,Buyer: e***i ( 2 ) ,Apr-07-13 16:18
my ring is amazing even more beautiful in person. shipped fast and easy to track,Buyer: i***e ( 7 ) ,Apr-07-13 09:04
Thanks for the great ring!,Buyer: 0***9 ( 30) ,Apr-06-13 00:10
How do you know what size I need ? Never was given the option. I need a size 6. ,Buyer: i***n ( 39) ,Apr-05-13 18:45
Good Ebayer As Advertised! Fast shipping,Buyer: 7***7 ( 247) ,Apr-05-13 12:09
Great people to do business with will definitely be back to buy more,Buyer: b***a ( 17) ,Apr-05-13 10:53
Great seller!,Buyer: s***m ( 288) ,Apr-05-13 08:15
Exactly what ordered...beautiful ring!!,Buyer: b***c ( 52) ,Apr-05-13 01:20
absolutely perfect.,Buyer: b***r ( 78) ,Apr-04-13 10:20
Excellent seller. Great customer service. Quality product. Will buy again. ,Buyer: g***d ( 286) ,Apr-04-13 05:58
"Beautiful ring, my girl loved it.. Thanks",Buyer: s***. ( 49) ,Apr-04-13 01:24
Very nice for the price would recommend seller,Buyer: f***2 ( 453) ,Apr-03-13 21:50
Wonderful communication. And great quality!!!,Buyer: 1***p ( 9 ) ,Apr-03-13 14:14
Need ring size to be an 8.5,Buyer: 1***1 ( 17) ,Apr-03-13 11:55
Thanks she loves it.,Buyer: d***5 ( 59) ,Apr-02-13 18:25
GORGEOUS!!! Fast shipping!! Will buy from again : ),Buyer: a***l ( 43) ,Apr-02-13 14:58
best customer service! ,Buyer: o***d ( 16) ,Apr-02-13 13:38
Great Product! Fast Shipping! Great Communication! Very Pleased with Product,Buyer: b***t ( 272) ,Apr-02-13 04:07
great seller grade A,Buyer: l***l ( 34) ,Apr-01-13 17:39
I couldn't believe the packaging! Exquisitely boxed! Gorgeous ring!,Buyer: r***e ( 4 ) ,Apr-01-13 12:28
So great! thanks!!,Buyer: _***e ( 160) ,Mar-31-13 19:19
Great Items Great Prices Thanks Very Much.,Buyer: v***a ( 127) ,Mar-30-13 18:19
Thanks very fast exactly what I wanted. My wife loves it a lot ,Buyer: c***y ( 42) ,Mar-30-13 11:33
This ring is absoutley the most beautiful thing I've ever seen.Earrings too!!!,Buyer: i***n ( 479) ,Mar-29-13 17:21
Fast thanks,Buyer: r***g ( 152) ,Mar-29-13 07:06
"As always, beautiful, very speedy shipment. Size is a big bit, but no problem",Buyer: d***e ( 374) ,Mar-28-13 16:39
nice doing business you again,Buyer: d***u ( 35) ,Mar-27-13 20:37
Very nice eBayer with fast transaction and nice items.,Buyer: s***s ( 130395) ,Mar-26-13 21:39
A very beautiful ring indeed! I hope I ordered the right size. ,Buyer: r***a ( 1 ) ,Mar-26-13 09:27
BEAUTIFULL RING . WOULD BUY ANOTHER RING.VERY HAPPY!! IT REALLY DOES CUT GLASS,Buyer: l***o ( 302) ,Mar-25-13 16:00
"The ring is absolutely beautiful! Nicer than I expected, thank you so much!",Buyer: j***g ( 10) ,Mar-25-13 12:43
Great service and great product.,Buyer: b***i ( 6 ) ,Mar-24-13 06:33
Looks fantastic. Great service. Quick shipping. Highly recommended.,Buyer: v***g ( 193) ,Mar-23-13 10:22
Awesome product and fast!,Buyer: e***e ( 22) ,Mar-22-13 17:43
received quickly and i love it,Buyer: a***a ( 14) ,Mar-22-13 10:30
I love it! Just what I wanted. Great to do business with. ,Buyer: e***i ( 13) ,Mar-20-13 17:00
"Great seller and item, thank you!! Even more beautiful in person! 5+ stars!!!",Buyer: j***i ( 25) ,Mar-20-13 15:29
thank you,Buyer: 2***2 ( 443) ,Mar-20-13 15:17
All I Can say is Perfect. And I will be buying from again... Thank You ,Buyer: d***e ( 35) ,Mar-20-13 12:01
Looks good thanks,Buyer: r***o ( 104) ,Mar-20-13 09:23
"Just as described and very professional, I'm very pleased. ",Buyer: k***d ( 7 ) ,Mar-19-13 10:31
The most beautiful ring! I will buy from this seller again!!,Buyer: m***s ( 6 ) ,Mar-19-13 10:18
"have not given it to her yet, but it is a beautifully crafted ring",Buyer: 4***4 ( 14) ,Mar-18-13 20:23
"Beautiful ring, thanks!",Buyer: h***d ( 250) ,Mar-18-13 14:40
Amazing rings! I absolutely love them! Highly recommended seller! Superb!,Buyer: 7***z ( 48) ,Mar-18-13 11:25
very nice ring!Thank you.Loved the present!,Buyer: 3***e ( 35) ,Mar-18-13 10:59
fast shipping,Buyer: s***a ( 400) ,Mar-18-13 10:38
This is the most beautiful ring I have ever seen. The quality is exceptional. AA,Buyer: n***9 ( 121) ,Mar-17-13 17:07
Beautiful ring!!!! Thank you,Buyer: d***n ( 122) ,Mar-17-13 11:13
Very Impressed and satisfied!!! Beautiful ring set and excellent packaging!!!!!!,Buyer: w***s ( 61) ,Mar-16-13 18:57
Thank you. Looks great! Perfect sparkle.,Buyer: s***t ( 227) ,Mar-15-13 15:23
Very beautiful! Fast shipping,Buyer: 2***2 ( 19) ,Mar-15-13 14:21
LOVE it !!!,Buyer: 8***8 ( 41) ,Mar-15-13 13:47
"Great jewels, I love them!! 100% recommended THANK YOU!!! ",Buyer: n***n ( 88) ,Mar-14-13 21:09
Nice ring..Perfect...Fast ship...AAAAAAAAAAA+++++++++++++++++,Buyer: o***o ( 344) ,Mar-14-13 14:28
Beautiful!!!!!!!!!!!!.....thank you so much.......Fast shipping!!!,Buyer: 8***4 ( 56) ,Mar-14-13 08:53
Thanks,Buyer: u***u ( 189) ,Mar-14-13 04:09
beautifulproduct customer service,Buyer: 2***h ( 29) ,Mar-13-13 10:17
We're very happy with our purchase. ,Buyer: u***e ( 1 ) ,Mar-13-13 06:19
Thank you for my ring I absolutely love it,Buyer: c***a ( 31) ,Mar-12-13 13:09
great ebay person thanks,Buyer: a***a ( 478) ,Mar-12-13 09:55
Very beautiful plus nice gift,Buyer: e***e ( 126) ,Mar-12-13 08:20
The rings were amazing! Looks 110%real! Shipping only took 1 day to get to Ohio!,Buyer: a***1 ( 45) ,Mar-11-13 22:17
"Absolutely love my ring, it's amazing! The bonus earrings were a nice surprise",Buyer: a***a ( 120) ,Mar-11-13 20:43
Easy communication a+,Buyer: d***e ( 66) ,Mar-11-13 19:02
Beautiful ring just like picture,Buyer: j***r ( 51) ,Mar-11-13 09:58
Wonderful customer service and beautiful products!,Buyer: e***2 ( 42) ,Mar-11-13 04:47
Beautiful! Great customer service!,Buyer: e***2 ( 42) ,Mar-11-13 04:44
"Great product, fast shipping, and very helpful",Buyer: s***o ( 107) ,Mar-10-13 18:54
A+ thank you,Buyer: o***s ( 386) ,Mar-10-13 08:19
"More than I expected! Very efficient, professional, and exquisite products.",Buyer: l***v ( 2 ) ,Mar-10-13 04:00
i love it,Buyer: t***g ( 198) ,Mar-09-13 16:26
"Great communication,beautiful purchase.",Buyer: h***5 ( 54) ,Mar-09-13 11:52
This set is beautiful more than i expected great fast AAA+++service,Buyer: e***o ( 106) ,Mar-09-13 09:54
Excellent Seller. Extremely Beautiful Ring.,Buyer: _***r ( 337) ,Mar-09-13 06:46
Great Item!!! Fast Shipping! Clear Communication! Highly Recommend!,Buyer: g***o ( 156) ,Mar-09-13 03:29
Returned this because of size but got the right one and they are beautiful!,Buyer: m***r ( 52) ,Mar-08-13 22:04
Thank you so much! I love it!!!!!,Buyer: l***j ( 575) ,Mar-08-13 07:49
"Thank you, My wife loves it. Great doing business with you.",Buyer: i***f ( 134) ,Mar-07-13 12:39
"Fast Shipping, and high quality presentation of product. Thank you so much",Buyer: k***b ( 46) ,Mar-07-13 10:28
Great service,Buyer: j***o ( 55) ,Mar-06-13 19:57
Thank you.. My wife and everyone loved the ring . I'll definitely buy again,Buyer: 4***0 ( 60) ,Mar-06-13 15:59
"thank you,it very fast delivery ,very happy ,will do business with you again..",Buyer: e***e ( 27) ,Mar-05-13 20:30
Awesome! Great transaction and we love the ring!!,Buyer: 2***2 ( 255) ,Mar-05-13 16:27
Just AWESOME!! We LOVE it! GREAT customer service and diamonds!!,Buyer: 2***2 ( 255) ,Mar-05-13 16:25
great!!!!!,Buyer: d***u ( 42) ,Mar-05-13 09:43
Super fast shipping! Item exactly as described!,Buyer: x***s ( 171) ,Mar-05-13 08:54
"They are beautiful, thank you very much! ",Buyer: m***m ( 80) ,Mar-05-13 07:06
great product. as listed. fast shipping.,Buyer: i***m ( 48) ,Mar-05-13 06:08
very nice product for the price. received many compliments. great seller,Buyer: i***m ( 48) ,Mar-05-13 06:07
Love the ring!!! Fast shipping and great customer service. Will be back,Buyer: j***p ( 28) ,Mar-04-13 19:54
Love it !!!! A+++++ very fast shipping !!!the BEST seller ever !!! Thank you !!!,Buyer: v***g ( 140) ,Mar-04-13 15:18
"beautiful ring, worth every penny, the packaging was great- top of the line!!",Buyer: m***l ( 68) ,Mar-04-13 14:41
FREAKIN LOVE IT!!!! sooo pretty and sparkles like crazy,Buyer: n***0 ( 3 ) ,Mar-04-13 07:47
"A+++++ ring is above expectations, just awesome! Great communication fast shipm",Buyer: y***i ( 14) ,Mar-04-13 05:15
A+++++ seller beautiful products!!! Very very happy ,Buyer: k***t ( 160) ,Mar-03-13 10:24
"Simple put, Outstanding AAAAA",Buyer: e***a ( 652) ,Mar-03-13 09:33
they went out of they're way to help me,Buyer: 1***j ( 31) No longer a registered user,Mar-03-13 07:04
Great sellers.,Buyer: l***l ( 1417) ,Mar-03-13 00:39
Had to cancel order. They were very helpful and polite. Gave refund quickly,Buyer: e***r ( 27) ,Mar-02-13 20:52
"This is amazing and worth every cent,Great seller.",Buyer: r***e ( 4 ) ,Mar-02-13 16:30
Very beautiful ring! Exceeded expectations! Thank you!,Buyer: p***m ( 17) ,Mar-02-13 15:59
" fast shipping, the ring was beautifull. Great ebayer. Awesome communication.",Buyer: f***n ( 64) ,Mar-02-13 15:34
"great seller ,very helpful and so easy to work with,thank u seller _ÙÎ¼_ÙÎ¼_ÙÎ¼_ÙÎ¼",Buyer: n***n ( 103) ,Mar-02-13 11:40
Amazing seller shipping was fast and item Is amazing!!! So in love!!!,Buyer: 3***3 ( 235) No longer a registered user,Mar-02-13 08:32
Great! Thanks! The ring is beautiful !,Buyer: 1***1 ( 50) ,Mar-02-13 08:23
as described,Buyer: m***n ( 377) ,Mar-01-13 17:50
Shipping and item were WAY above expectations! I will shop again with them soon,Buyer: h***r ( 140) ,Feb-28-13 09:11
Thanks!,Buyer: 4***4 ( 457) ,Feb-27-13 17:21
"Beautiful rings, great communication, fast shipping. Thank You. AAA+++",Buyer: 9***9 ( 639) ,Feb-27-13 04:20
"very excellent ring, excellent service, very good people to deal with ",Buyer: 9***9 ( 29) ,Feb-26-13 09:09
"Very good service, after sales communication.",Buyer: 1***l ( 29) ,Feb-26-13 03:38
"Great seller, Great deal would buy from them again.. Looks beautiful.",Buyer: e***f ( 123) ,Feb-26-13 02:55
Thank you for everything she loves it!!!!,Buyer: j***t ( 28) ,Feb-25-13 23:40
Package came in good condition. ,Buyer: 6***6 ( 184) ,Feb-25-13 22:13
Great earrings Thanks!!!,Buyer: d***d ( 157) ,Feb-25-13 09:41
very happy. would direct others to this site.,Buyer: j***9 ( 17) ,Feb-24-13 14:28
MY RING IS SOOO GORGEOUS WORDS CAN'T EXPRESS HOW HAPPY I AM THE EARRING ARE ALSO,Buyer: t***r ( 187) ,Feb-23-13 15:40
"the most BEAUTIFUL stone I've ever seen, even in luxury jewelry stores!!!",Buyer: r***o ( 149) ,Feb-23-13 13:33
As always stunning and gorgeous!! Thank you for the most beautiful LC diamonds!,Buyer: b***s ( 48) ,Feb-23-13 10:12
pretty,Buyer: n***2 ( 48) ,Feb-23-13 06:24
over all the service was excellent and the ring was spectacular,Buyer: 7***7 ( 4 ) ,Feb-22-13 21:09
"A+, beautiful ring. Would do business with them again",Buyer: l***a ( 41) ,Feb-22-13 12:49
Perfect transaction. A+ EBAYer.,Buyer: 6***6 ( 193) ,Feb-22-13 04:59
Great seller,Buyer: j***e ( 3 ) ,Feb-22-13 04:03
I found another ring with this same company. I want to scratch this one. Cool?,Buyer: 2***2 ( 12) ,Feb-21-13 20:05
They are very pretty earrings!,Buyer: y***y ( 16) ,Feb-21-13 18:05
The best! Love agape jewels. Definately will buy again.,Buyer: n***0 ( 627) ,Feb-21-13 08:33
May I please return,Buyer: c***i ( 26) ,Feb-20-13 21:06
Ring was beautiful. Shipped fast and seller was quick to respond all questions.,Buyer: n***e ( 27) ,Feb-20-13 14:33
"Great service, great product and very fast shipping, would purchase from again.",Buyer: r***n ( 34) ,Feb-19-13 16:55
thanks..,Buyer: e***u ( 288) ,Feb-19-13 11:34
"Fast Shipping, Great Transaction. Thank you!",Buyer: s***i ( 19) ,Feb-18-13 10:47
GREAT COMMUNICATION! THANKS SO MUCH! EXTREMELY PLEASED!!!,Buyer: n***s ( 351) ,Feb-18-13 09:09
"super seller! I'm very pleased, great product! I recommend to all!",Buyer: j***u ( 324) ,Feb-17-13 06:27
"Very nice item, I am impress. Quick delivery! Very happy with the ring",Buyer: g***s ( 54) ,Feb-16-13 14:14
Beautiful ring! Fast shipping and great communication. Top notch packaging. A+++,Buyer: 2***2 ( 60) ,Feb-15-13 07:04
Absolutely beautiful!!!,Buyer: b***s ( 48) ,Feb-14-13 15:03
Best seller on eBay!!! Very happy with quality and service! The BEST!!!!!,Buyer: o***l ( 340) ,Feb-14-13 07:49
very beautiful jewelry and fast delivery!,Buyer: o***e ( 15) ,Feb-14-13 07:25
Excellent service and timely responses to all questions/concerns. Thank you!,Buyer: r***7 ( 51) ,Feb-13-13 08:15
Nice people ,Buyer: o***p ( 10) ,Feb-13-13 02:54
Wow just wow thank you very much,Buyer: o***7 ( 221) ,Feb-12-13 19:10
Hands down the best seller I have dealt with. Thank you for everything.,Buyer: d***8 ( 64) ,Feb-12-13 17:41
Thanks she loved it A+++ and a bonus thanks again,Buyer: r***r ( 175) ,Feb-12-13 12:08
Awesome customer service and my ring is gorgeous!!,Buyer: u***f ( 4 ) ,Feb-12-13 05:47
Love the ring its beautiful wife will be so surprised on vday thank yall so mch,Buyer: r***w ( 5 ) ,Feb-11-13 17:12
"beautiful stone! very satisfied, will do business again.A+A+A+",Buyer: 1***1 ( 16) ,Feb-11-13 11:35
Communication was excellent! Shipping was fast! Sooo satisfied with this company,Buyer: g***j ( 16) ,Feb-11-13 11:32
Absoloutly stunning & beautiful,Buyer: 7***s ( 123) ,Feb-09-13 23:35
Thanks! ,Buyer: a***h ( 71) ,Feb-09-13 17:56
"Great stone and fast shipping, lightning fast!",Buyer: i***r ( 205) ,Feb-09-13 16:42
Amazing ring! Absolutely perfect. I've gotten so many compliments already.,Buyer: a***a ( 5 ) ,Feb-08-13 22:55
Thank you!,Buyer: r***t ( 28) ,Feb-08-13 20:03
Im so happy!!! I love it!!!!Thank you so much!!_Ù÷ä,Buyer: a***n ( 59) ,Feb-08-13 18:15
I absolutely love the ring and they were very very very easy to work with!,Buyer: t***a ( 50) ,Feb-08-13 13:28
"Although i didnt get this item, very fast and great communactions, very easy",Buyer: h***1 ( 170) ,Feb-08-13 02:07
Ring size 7.5,Buyer: a***o ( 43) ,Feb-07-13 21:30
great nice packing,Buyer: r***e ( 272) ,Feb-07-13 17:33
Very quick to ship good price. We love the rings top quality great value,Buyer: l***0 ( 52) ,Feb-06-13 15:02
Please send my ring in a size 6,Buyer: n***r ( 10) ,Feb-06-13 13:23
Great item,Buyer: 8***n ( 184) ,Feb-05-13 21:14
Seller was extremely easy to work with. Quick Shipping.,Buyer: t***a ( 44) ,Feb-05-13 10:32
"A very beautiful ring, love it",Buyer: 5***5 ( 17) ,Feb-05-13 08:32
Awesome!! Thank you ,Buyer: j***o ( 105) ,Feb-04-13 17:12
"the ring is awesome with great quality and craftsmanship, a must buy ! thanks ",Buyer: t***a ( 0 ) ,Feb-04-13 15:22
GREAT EBAYER!!!!,Buyer: e***f ( 1437) ,Feb-03-13 11:23
Beautiful Packaging and timely,Buyer: a***e ( 39) ,Feb-02-13 09:42
"Great product ,Fast shipping and very Happy!",Buyer: f***n ( 30) ,Feb-02-13 07:20
agapejewels is a very professional company,Buyer: s***1 ( 39) ,Feb-01-13 14:54
Very nice,Buyer: t***b ( 235) ,Feb-01-13 11:50
The rings I bought were absolutely beautiful. He does really good work.,Buyer:Êd***sÊ( 3 )Ê,Feb-01-13 05:38
Excellent. Thank you!,Buyer: c***a ( 755) ,Jan-31-13 01:07
"great customer service, thanks",Buyer: d***w ( 867) ,Jan-30-13 21:58
Absolutely beautiful! Thank you Richard for the great customer service.,Buyer: c***o ( 89) ,Jan-30-13 09:07
Great Communication! Fast Shipping! Loved the Stone!!!!,Buyer: d***l ( 384) ,Jan-29-13 09:25
Communication and understanding is great. Recommend seller,Buyer: n***a ( 169) ,Jan-29-13 04:50
Very nice,Buyer: o***l ( 73) ,Jan-28-13 20:51
Very good,Buyer: o***l ( 73) ,Jan-28-13 20:51
"Perfect seller! Great communication!! Super fast shipping!!! Outstanding, thanks",Buyer: a***t ( 65) ,Jan-28-13 20:34
"Its incrediable,very ",Buyer: l***h ( 31) ,Jan-27-13 00:55
this is the best customer service i yet to receive. thanks. i'm please,Buyer: d***u ( 35) ,Jan-25-13 22:28
thank you very pretty,Buyer: t***o ( 339) ,Jan-25-13 21:51
So Beauitful !!!! Thank you So much and for stunning earrings !!!!!,Buyer: 7***a ( 147) ,Jan-25-13 15:30
BEAUTIFUL ring and faster shipping than I expected! Can't wait to show it off!,Buyer: l***9 ( 16) ,Jan-24-13 13:33
Thank you.,Buyer: o***7 ( 55) No longer a registered user,Jan-24-13 06:19
"Love this vendor, i'll be happy to add him to my favorites",Buyer: k***u ( 50) ,Jan-23-13 16:30
As described,Buyer: a***u ( 329) ,Jan-23-13 12:42
A++ seller,Buyer: a***i ( 73) ,Jan-22-13 18:51
The ring is beautiful and stunning in person! I'm very happy and will be always,Buyer: s***i ( 41) ,Jan-22-13 10:07
"Very personal considering this is a major seller, thank ya'll again.",Buyer: e***e ( 83) ,Jan-21-13 17:14
Love love love it! Great product great people!,Buyer: n***u ( 83) ,Jan-21-13 10:09
Great will buy more thanks love the ring ,Buyer: 0***0 ( 82) ,Jan-21-13 07:36
Communication and understanding is great. Recommend seller,Buyer: n***a ( 169) ,Jan-20-13 21:00
"OUTSTANDING RING , OUTSTANDING CUSTOMER SERVICE. ILL BUY AGAIN",Buyer: a***l ( 14) ,Jan-20-13 20:42
love this seller! Great communication!,Buyer: r***o ( 80) ,Jan-19-13 19:16
Beautiful ring!,Buyer: a***e ( 21) ,Jan-19-13 18:37
A,Buyer: s***y ( 1788) ,Jan-19-13 07:05
Great service and product. Will recommend to all I know!,Buyer: u***l ( 25) ,Jan-18-13 15:59
"5 Star Seller!! Great Communication, Beautiful Items!!!",Buyer: q***d ( 734) ,Jan-18-13 11:08
Great price fast shipping!! Awesome seller!,Buyer: e***m ( 47) ,Jan-18-13 07:44
Beatifull ring and band a good price too.,Buyer: r***o ( 116) ,Jan-18-13 06:33
Great seller to do business with. Fast shipping and beautiful ring. ,Buyer: c***n ( 48) ,Jan-16-13 10:03
Thanks for shipping. Very happy with product and seller!,Buyer: n***m ( 25) ,Jan-16-13 07:23
"OMG.....it's just beautiful, highly recommend this seller! Very fast shipping!",Buyer: 0***r ( 539) ,Jan-15-13 09:56
fast shipping great looking piece AAAA+++++ will buy from again.,Buyer: s***r ( 48) ,Jan-14-13 21:10
FAST SHIPPING,Buyer: c***t ( 222) ,Jan-13-13 16:32
"Beautiful ring, she loves it and I am now engaged. Thank you for a great job!!!!",Buyer: v***e ( 13) ,Jan-11-13 17:10
I love this stone and the box it came in. The process was very fast and easy.,Buyer: o***n ( 4 ) ,Jan-11-13 11:13
"Thanks, very nicely packed and shipped, great honest seller",Buyer: o***i ( 101) ,Jan-10-13 21:31
"Did not end up keeping product, but great seller. Good communication.",Buyer: p***a ( 25) ,Jan-10-13 18:24
Absolutely love it! ,Buyer: t***0 ( 97) ,Jan-10-13 13:54
"Thank you, very happy with my purchase and I'm sure I will be a repeat customer.",Buyer: e***a ( 34) ,Jan-09-13 22:46
"Thank you received quickly, and they are very beautiful.",Buyer: e***a ( 34) ,Jan-09-13 22:40
Wasn't my style. No hassle return. I will deal with Agape again. Thank you.,Buyer: i***i ( 35) ,Jan-09-13 08:51
Communication was good!,Buyer: g***b ( 30) ,Jan-08-13 16:52
It's wonderful. Couldn't have asked for better.,Buyer: c***r ( 48) ,Jan-08-13 13:05
Ring was great! Shipping was lightning fast! Thanks!,Buyer: i***i ( 269) ,Jan-08-13 11:01
Awesome Doing Business With You! Thanks so Much!!! :),Buyer: d***b ( 88) ,Jan-07-13 17:04
beautiful jewlery. Fast shipping.,Buyer: 9***9 ( 491) ,Jan-07-13 14:41
Great Ebayer! A++,Buyer: r***- ( 1025) ,Jan-05-13 23:37
"Outstanding price, shipping and product. Absolutely beautiful. ",Buyer: a***e ( 82) ,Jan-05-13 08:38
"BEAUTIFUL!!! great quality, seller communicated so good, pkg box great& earrings",Buyer: i***e ( 65) ,Jan-04-13 20:00
I LOVE IT!! Thank you so much xx,Buyer: v***d ( 1946) No longer a registered user,Jan-04-13 17:40
BEAUTIFUL,Buyer: 9***0 ( 15) ,Jan-04-13 12:54
"Item as described, looks fantastic! I would highly recommend the seller!",Buyer: a***i ( 73) ,Jan-03-13 07:44
"Fast shipping, amazing ring and quality, very impressed and thankful!! A ++++",Buyer: d***r ( 51) ,Jan-02-13 16:16
was exellent company,Buyer: i***e ( 8 ) ,Jan-02-13 04:10
Absolutely LOVE it! Couldn't be happier!,Buyer: e***p ( 515) ,Jan-01-13 19:35
Beautiful ring!,Buyer: _***n ( 29) ,Jan-01-13 19:27
Thanks,Buyer: s***a ( 2011) ,Jan-01-13 17:41
"Beautiful ring,easy transaction, definitely said yes!",Buyer: g***b ( 14) ,Jan-01-13 04:30
"Great product, great communication. Thanks for a positive experience!",Buyer: a***d ( 259) ,Dec-31-12 14:53
Great product and great communication. Thanks for a positive experience.,Buyer: a***d ( 259) ,Dec-31-12 14:51
Richard is an A+ guy!!,Buyer: f***c ( 147) ,Dec-31-12 06:11
"Incredibly happy with the quality, the shipping time & gift included! Excellent!",Buyer: t***o ( 25) ,Dec-29-12 22:41
"Excellent seller,very professional and even better merchandise!",Buyer: l***i ( 23) ,Dec-29-12 19:16
Gorgeous! I love this ring!,Buyer: m***t ( 148) ,Dec-29-12 17:07
"everything about the transaction was top rate, would recommend",Buyer: a***e ( 145) ,Dec-28-12 18:56
Absolutely beautiful and great communication would do business again,Buyer: c***a ( 119) ,Dec-27-12 18:14
Fast Shipping with an absolutely gorgeous ring! Thanks and Happy Holidays!,Buyer: k***i ( 512) ,Dec-27-12 17:14
Very happy with my purchase.,Buyer: p***s ( 110) ,Dec-27-12 04:40
love the sparks,Buyer: a***6 ( 149) ,Dec-26-12 15:10
A+++++++,Buyer: m***g ( 196) ,Dec-26-12 14:05
love it,Buyer: b***t ( 1034) ,Dec-26-12 03:44
Very fast shipping! Right in time for Christmas! Thank you!,Buyer: t***0 ( 147) ,Dec-24-12 23:19
Great service and product,Buyer: h***h ( 13) ,Dec-24-12 01:30
"Thank you,love it,great item, just like you post it :) ",Buyer: o***d ( 15) ,Dec-23-12 09:03
"Thank you, love it !!",Buyer: n***s ( 233) ,Dec-22-12 19:40
absolutely beautiful jewelry,Buyer: l***e ( 19) ,Dec-22-12 16:45
"Excellent stone, fast and friendly service, do not hesitate to shop AGAPE!",Buyer: d***e ( 229) ,Dec-22-12 00:37
Very easy purchase...Great product!,Buyer: n***h ( 8 ) ,Dec-21-12 13:19
Ring size 7,Buyer: l***e ( 16) ,Dec-21-12 11:25
Great experience and very good communicator!!,Buyer: 3***3 ( 13) ,Dec-21-12 05:48
BEAUTIFUL!!!!!!!!! Love it!! Would recommend!!,Buyer: e***c ( 363) ,Dec-21-12 00:10
"the ring is beautiful, wife loves it, great job, thank you",Buyer: t***4 ( 13) ,Dec-20-12 19:33
I recieved my ring today was shipped last night it is absolutely beautiful,Buyer: _***0 ( 4 ) ,Dec-20-12 17:50
We love it! It's perfect!,Buyer: p***i ( 37) ,Dec-20-12 17:12
This ring is the most beautiful thing I have ever seen. Thank you! ,Buyer: 1***i ( 93) ,Dec-20-12 14:21
"Gorgeous item, great price, great communication from seller",Buyer: n***r ( 25) ,Dec-20-12 10:49
"Item as described, great transaction....Thanks You",Buyer: n***g ( 9 ) ,Dec-20-12 10:25
excellent customer service ring is gorgeous,Buyer: 3***6 ( 312) ,Dec-20-12 10:17
Excellent,Buyer: d***o ( 1 ) ,Dec-19-12 20:52
AAA++ Seller Fast shipping Please leave me feed back,Buyer: s***r ( 341) ,Dec-19-12 11:35
GREAT PRODUCT. AWESOME COMMUNICATION. FAST SHIPMENT. THANK YOU,Buyer: i***a ( 341) ,Dec-18-12 19:49
Its beautiful! Thank you!,Buyer: a***2 ( 3 ) ,Dec-18-12 11:06
As advertised - thank you.,Buyer: 4***e ( 565) ,Dec-18-12 07:38
Thank you fast,Buyer: a***r ( 225) ,Dec-17-12 16:48
Great seller! Thanks a ton,Buyer: c***h ( 129) No longer a registered user,Dec-17-12 12:21
Great Transaction! Fast Shipping and good Communications! Recommended A+,Buyer: d***e ( 842) ,Dec-17-12 11:03
Beautiful ring!!! Love it!!!,Buyer: n***s ( 5 ) ,Dec-17-12 07:58
awesome business,Buyer: m***n ( 15) ,Dec-14-12 12:13
very nice product,Buyer: 2***2 ( 278) ,Dec-12-12 22:53
"Best seller, great communication, can't recommend highly enough. Thank you!!",Buyer: c***d ( 66) ,Dec-12-12 22:12
Outstanding; fast shipping. Thanks!,Buyer: s***f ( 203) ,Dec-12-12 11:43
Good all around transaction. Thanks.,Buyer: 6***6 ( 541) ,Dec-11-12 20:41
"Awesome, beautiful ring",Buyer: r***i ( 218) ,Dec-11-12 19:17
Awesome ring just as described. ,Buyer: m***y ( 183) ,Dec-11-12 14:55
"Product is amazing, fast shipping and outstanding customer support. Thanks",Buyer: 0***0 ( 55) ,Dec-11-12 13:00
Awesome quality stone! love it! thank you!! Excellent ebayer!,Buyer: e***a ( 25) ,Dec-11-12 05:56
 My gf is in love with the ring more than she do with!! Ty so much! A plus!!,Buyer: a***k ( 6 ) ,Dec-10-12 20:11
Great service again; very satisfied,Buyer: m***a ( 2 ) ,Dec-10-12 15:14
