my ring is amazing even more beautiful in person. shipped fast and easy to track,5,Buyer: i***e ( 7 ) ,2013-04-07
Thanks for the great ring!,5,Buyer: 0***9 ( 30) ,2013-04-06
How do you know what size I need ? Never was given the option. I need a size 6. ,5,Buyer: i***n ( 39) ,2013-04-05
Good Ebayer As Advertised! Fast shipping,5,Buyer: 7***7 ( 247) ,2013-04-05
Great people to do business with will definitely be back to buy more,5,Buyer: b***a ( 17) ,2013-04-05
Great seller!,5,Buyer: s***m ( 288) ,2013-04-05
Exactly what ordered...beautiful ring!!,5,Buyer: b***c ( 52) ,2013-04-05
absolutely perfect.,5,Buyer: b***r ( 78) ,2013-04-04
Excellent seller. Great customer service. Quality product. Will buy again. ,5,Buyer: g***d ( 286) ,2013-04-04
"Beautiful ring, my girl loved it.. Thanks",5,Buyer: s***. ( 49) ,2013-04-04
Very nice for the price would recommend seller,5,Buyer: f***2 ( 453) ,2013-04-03
Wonderful communication. And great quality!!!,5,Buyer: 1***p ( 9 ) ,2013-04-03
Need ring size to be an 8.5,5,Buyer: 1***1 ( 17) ,2013-04-03
Thanks she loves it.,5,Buyer: d***5 ( 59) ,2013-04-02
GORGEOUS!!! Fast shipping!! Will buy from again : ),5,Buyer: a***l ( 43) ,2013-04-02
best customer service! ,5,Buyer: o***d ( 16) ,2013-04-02
Great Product! Fast Shipping! Great Communication! Very Pleased with Product,5,Buyer: b***t ( 272) ,2013-04-02
great seller grade A,5,Buyer: l***l ( 34) ,2013-04-01
I couldn't believe the packaging! Exquisitely boxed! Gorgeous ring!,5,Buyer: r***e ( 4 ) ,2013-04-01
So great! thanks!!,5,Buyer: _***e ( 160) ,2013-03-31
Great Items Great Prices Thanks Very Much.,5,Buyer: v***a ( 127) ,2013-03-30
Thanks very fast exactly what I wanted. My wife loves it a lot ,5,Buyer: c***y ( 42) ,2013-03-30
This ring is absoutley the most beautiful thing I've ever seen.Earrings too!!!,5,Buyer: i***n ( 479) ,2013-03-29
Fast thanks,5,Buyer: r***g ( 152) ,2013-03-29
"As always, beautiful, very speedy shipment. Size is a big bit, but no problem",5,Buyer: d***e ( 374) ,2013-03-28
nice doing business you again,5,Buyer: d***u ( 35) ,2013-03-27
Very nice eBayer with fast transaction and nice items.,5,Buyer: s***s ( 130395) ,2013-03-26
A very beautiful ring indeed! I hope I ordered the right size. ,5,Buyer: r***a ( 1 ) ,2013-03-26
BEAUTIFULL RING . WOULD BUY ANOTHER RING.VERY HAPPY!! IT REALLY DOES CUT GLASS,5,Buyer: l***o ( 302) ,2013-03-25
"The ring is absolutely beautiful! Nicer than I expected, thank you so much!",5,Buyer: j***g ( 10) ,2013-03-25
Great service and great product.,5,Buyer: b***i ( 6 ) ,2013-03-24
Looks fantastic. Great service. Quick shipping. Highly recommended.,5,Buyer: v***g ( 193) ,2013-03-23
Awesome product and fast!,5,Buyer: e***e ( 22) ,2013-03-22
received quickly and i love it,5,Buyer: a***a ( 14) ,2013-03-22
I love it! Just what I wanted. Great to do business with. ,5,Buyer: e***i ( 13) ,2013-03-20
"Great seller and item, thank you!! Even more beautiful in person! 5+ stars!!!",5,Buyer: j***i ( 25) ,2013-03-20
thank you,5,Buyer: 2***2 ( 443) ,2013-03-20
All I Can say is Perfect. And I will be buying from again... Thank You ,5,Buyer: d***e ( 35) ,2013-03-20
Looks good thanks,5,Buyer: r***o ( 104) ,2013-03-20
"Just as described and very professional, I'm very pleased. ",5,Buyer: k***d ( 7 ) ,2013-03-19
The most beautiful ring! I will buy from this seller again!!,5,Buyer: m***s ( 6 ) ,2013-03-19
"have not given it to her yet, but it is a beautifully crafted ring",5,Buyer: 4***4 ( 14) ,2013-03-18
"Beautiful ring, thanks!",5,Buyer: h***d ( 250) ,2013-03-18
Amazing rings! I absolutely love them! Highly recommended seller! Superb!,5,Buyer: 7***z ( 48) ,2013-03-18
very nice ring!Thank you.Loved the present!,5,Buyer: 3***e ( 35) ,2013-03-18
fast shipping,5,Buyer: s***a ( 400) ,2013-03-18
This is the most beautiful ring I have ever seen. The quality is exceptional. AA,5,Buyer: n***9 ( 121) ,2013-03-17
Beautiful ring!!!! Thank you,5,Buyer: d***n ( 122) ,2013-03-17
Very Impressed and satisfied!!! Beautiful ring set and excellent packaging!!!!!!,5,Buyer: w***s ( 61) ,2013-03-16
Thank you. Looks great! Perfect sparkle.,5,Buyer: s***t ( 227) ,2013-03-15
Very beautiful! Fast shipping,5,Buyer: 2***2 ( 19) ,2013-03-15
LOVE it !!!,5,Buyer: 8***8 ( 41) ,2013-03-15
"Great jewels, I love them!! 100% recommended THANK YOU!!! ",5,Buyer: n***n ( 88) ,2013-03-14
Nice ring..Perfect...Fast ship...AAAAAAAAAAA+++++++++++++++++,5,Buyer: o***o ( 344) ,2013-03-14
Beautiful!!!!!!!!!!!!.....thank you so much.......Fast shipping!!!,5,Buyer: 8***4 ( 56) ,2013-03-14
Thanks,5,Buyer: u***u ( 189) ,2013-03-14
beautifulproduct customer service,5,Buyer: 2***h ( 29) ,2013-03-13
We're very happy with our purchase. ,5,Buyer: u***e ( 1 ) ,2013-03-13
Thank you for my ring I absolutely love it,5,Buyer: c***a ( 31) ,2013-03-12
great ebay person thanks,5,Buyer: a***a ( 478) ,2013-03-12
Very beautiful plus nice gift,5,Buyer: e***e ( 126) ,2013-03-12
The rings were amazing! Looks 110%real! Shipping only took 1 day to get to Ohio!,5,Buyer: a***1 ( 45) ,2013-03-11
"Absolutely love my ring, it's amazing! The bonus earrings were a nice surprise",5,Buyer: a***a ( 120) ,2013-03-11
Easy communication a+,5,Buyer: d***e ( 66) ,2013-03-11
Beautiful ring just like picture,5,Buyer: j***r ( 51) ,2013-03-11
Wonderful customer service and beautiful products!,5,Buyer: e***2 ( 42) ,2013-03-11
Beautiful! Great customer service!,5,Buyer: e***2 ( 42) ,2013-03-11
"Great product, fast shipping, and very helpful",5,Buyer: s***o ( 107) ,2013-03-10
A+ thank you,5,Buyer: o***s ( 386) ,2013-03-10
"More than I expected! Very efficient, professional, and exquisite products.",5,Buyer: l***v ( 2 ) ,2013-03-10
i love it,5,Buyer: t***g ( 198) ,2013-03-09
"Great communication,beautiful purchase.",5,Buyer: h***5 ( 54) ,2013-03-09
This set is beautiful more than i expected great fast AAA+++service,5,Buyer: e***o ( 106) ,2013-03-09
Excellent Seller. Extremely Beautiful Ring.,5,Buyer: _***r ( 337) ,2013-03-09
Great Item!!! Fast Shipping! Clear Communication! Highly Recommend!,5,Buyer: g***o ( 156) ,2013-03-09
Returned this because of size but got the right one and they are beautiful!,5,Buyer: m***r ( 52) ,2013-03-08
Thank you so much! I love it!!!!!,5,Buyer: l***j ( 575) ,2013-03-08
"Thank you, My wife loves it. Great doing business with you.",5,Buyer: i***f ( 134) ,2013-03-07
"Fast Shipping, and high quality presentation of product. Thank you so much",5,Buyer: k***b ( 46) ,2013-03-07
Great service,5,Buyer: j***o ( 55) ,2013-03-06
Thank you.. My wife and everyone loved the ring . I'll definitely buy again,5,Buyer: 4***0 ( 60) ,2013-03-06
"thank you,it very fast delivery ,very happy ,will do business with you again..",5,Buyer: e***e ( 27) ,2013-03-05
Awesome! Great transaction and we love the ring!!,5,Buyer: 2***2 ( 255) ,2013-03-05
Just AWESOME!! We LOVE it! GREAT customer service and diamonds!!,5,Buyer: 2***2 ( 255) ,2013-03-05
great!!!!!,5,Buyer: d***u ( 42) ,2013-03-05
Super fast shipping! Item exactly as described!,5,Buyer: x***s ( 171) ,2013-03-05
"They are beautiful, thank you very much! ",5,Buyer: m***m ( 80) ,2013-03-05
great product. as listed. fast shipping.,5,Buyer: i***m ( 48) ,2013-03-05
very nice product for the price. received many compliments. great seller,5,Buyer: i***m ( 48) ,2013-03-05
Love the ring!!! Fast shipping and great customer service. Will be back,5,Buyer: j***p ( 28) ,2013-03-04
Love it !!!! A+++++ very fast shipping !!!the BEST seller ever !!! Thank you !!!,5,Buyer: v***g ( 140) ,2013-03-04
"beautiful ring, worth every penny, the packaging was great- top of the line!!",5,Buyer: m***l ( 68) ,2013-03-04
FREAKIN LOVE IT!!!! sooo pretty and sparkles like crazy,5,Buyer: n***0 ( 3 ) ,2013-03-04
"A+++++ ring is above expectations, just awesome! Great communication fast shipm",5,Buyer: y***i ( 14) ,2013-03-04
A+++++ seller beautiful products!!! Very very happy ,5,Buyer: k***t ( 160) ,2013-03-03
"Simple put, Outstanding AAAAA",5,Buyer: e***a ( 652) ,2013-03-03
they went out of they're way to help me,5,Buyer: 1***j ( 31) No longer a registered user,2013-03-03
Great sellers.,5,Buyer: l***l ( 1417) ,2013-03-03
Had to cancel order. They were very helpful and polite. Gave refund quickly,5,Buyer: e***r ( 27) ,2013-03-02
"This is amazing and worth every cent,Great seller.",5,Buyer: r***e ( 4 ) ,2013-03-02
Very beautiful ring! Exceeded expectations! Thank you!,5,Buyer: p***m ( 17) ,2013-03-02
" fast shipping, the ring was beautifull. Great ebayer. Awesome communication.",5,Buyer: f***n ( 64) ,2013-03-02
"great seller ,very helpful and so easy to work with,thank u seller _ÙÎ¼_ÙÎ¼_ÙÎ¼_ÙÎ¼",5,Buyer: n***n ( 103) ,2013-03-02
Amazing seller shipping was fast and item Is amazing!!! So in love!!!,5,Buyer: 3***3 ( 235) No longer a registered user,2013-03-02
Great! Thanks! The ring is beautiful !,5,Buyer: 1***1 ( 50) ,2013-03-02
as described,5,Buyer: m***n ( 377) ,2013-03-01
Shipping and item were WAY above expectations! I will shop again with them soon,5,Buyer: h***r ( 140) ,2013-02-28
Thanks!,5,Buyer: 4***4 ( 457) ,2013-02-27
"Beautiful rings, great communication, fast shipping. Thank You. AAA+++",5,Buyer: 9***9 ( 639) ,2013-02-27
"very excellent ring, excellent service, very good people to deal with ",5,Buyer: 9***9 ( 29) ,2013-02-26
"Very good service, after sales communication.",5,Buyer: 1***l ( 29) ,2013-02-26
"Great seller, Great deal would buy from them again.. Looks beautiful.",5,Buyer: e***f ( 123) ,2013-02-26
Thank you for everything she loves it!!!!,5,Buyer: j***t ( 28) ,2013-02-25
Package came in good condition. ,5,Buyer: 6***6 ( 184) ,2013-02-25
Great earrings Thanks!!!,5,Buyer: d***d ( 157) ,2013-02-25
very happy. would direct others to this site.,5,Buyer: j***9 ( 17) ,2013-02-24
MY RING IS SOOO GORGEOUS WORDS CAN'T EXPRESS HOW HAPPY I AM THE EARRING ARE ALSO,5,Buyer: t***r ( 187) ,2013-02-23
"the most BEAUTIFUL stone I've ever seen, even in luxury jewelry stores!!!",5,Buyer: r***o ( 149) ,2013-02-23
As always stunning and gorgeous!! Thank you for the most beautiful LC diamonds!,5,Buyer: b***s ( 48) ,2013-02-23
pretty,5,Buyer: n***2 ( 48) ,2013-02-23
over all the service was excellent and the ring was spectacular,5,Buyer: 7***7 ( 4 ) ,2013-02-22
"A+, beautiful ring. Would do business with them again",5,Buyer: l***a ( 41) ,2013-02-22
Perfect transaction. A+ EBAYer.,5,Buyer: 6***6 ( 193) ,2013-02-22
Great seller,5,Buyer: j***e ( 3 ) ,2013-02-22
I found another ring with this same company. I want to scratch this one. Cool?,5,Buyer: 2***2 ( 12) ,2013-02-21
They are very pretty earrings!,5,Buyer: y***y ( 16) ,2013-02-21
The best! Love agape jewels. Definately will buy again.,5,Buyer: n***0 ( 627) ,2013-02-21
May I please return,5,Buyer: c***i ( 26) ,2013-02-20
Ring was beautiful. Shipped fast and seller was quick to respond all questions.,5,Buyer: n***e ( 27) ,2013-02-20
"Great service, great product and very fast shipping, would purchase from again.",5,Buyer: r***n ( 34) ,2013-02-19
thanks..,5,Buyer: e***u ( 288) ,2013-02-19
"Fast Shipping, Great Transaction. Thank you!",5,Buyer: s***i ( 19) ,2013-02-18
GREAT COMMUNICATION! THANKS SO MUCH! EXTREMELY PLEASED!!!,5,Buyer: n***s ( 351) ,2013-02-18
"super seller! I'm very pleased, great product! I recommend to all!",5,Buyer: j***u ( 324) ,2013-02-17
"Very nice item, I am impress. Quick delivery! Very happy with the ring",5,Buyer: g***s ( 54) ,2013-02-16
Beautiful ring! Fast shipping and great communication. Top notch packaging. A+++,5,Buyer: 2***2 ( 60) ,2013-02-15
Absolutely beautiful!!!,5,Buyer: b***s ( 48) ,2013-02-14
Best seller on eBay!!! Very happy with quality and service! The BEST!!!!!,5,Buyer: o***l ( 340) ,2013-02-14
very beautiful jewelry and fast delivery!,5,Buyer: o***e ( 15) ,2013-02-14
Excellent service and timely responses to all questions/concerns. Thank you!,5,Buyer: r***7 ( 51) ,2013-02-13
Nice people ,5,Buyer: o***p ( 10) ,2013-02-13
Wow just wow thank you very much,5,Buyer: o***7 ( 221) ,2013-02-12
Hands down the best seller I have dealt with. Thank you for everything.,5,Buyer: d***8 ( 64) ,2013-02-12
Thanks she loved it A+++ and a bonus thanks again,5,Buyer: r***r ( 175) ,2013-02-12
Awesome customer service and my ring is gorgeous!!,5,Buyer: u***f ( 4 ) ,2013-02-12
Love the ring its beautiful wife will be so surprised on vday thank yall so mch,5,Buyer: r***w ( 5 ) ,2013-02-11
"beautiful stone! very satisfied, will do business again.A+A+A+",5,Buyer: 1***1 ( 16) ,2013-02-11
Communication was excellent! Shipping was fast! Sooo satisfied with this company,5,Buyer: g***j ( 16) ,2013-02-11
Absoloutly stunning & beautiful,5,Buyer: 7***s ( 123) ,2013-02-09
Thanks! ,5,Buyer: a***h ( 71) ,2013-02-09
"Great stone and fast shipping, lightning fast!",5,Buyer: i***r ( 205) ,2013-02-09
Amazing ring! Absolutely perfect. I've gotten so many compliments already.,5,Buyer: a***a ( 5 ) ,2013-02-08
Thank you!,5,Buyer: r***t ( 28) ,2013-02-08
Im so happy!!! I love it!!!!Thank you so much!!_Ù÷ä,5,Buyer: a***n ( 59) ,2013-02-08
I absolutely love the ring and they were very very very easy to work with!,5,Buyer: t***a ( 50) ,2013-02-08
"Although i didnt get this item, very fast and great communactions, very easy",5,Buyer: h***1 ( 170) ,2013-02-08
Ring size 7.5,5,Buyer: a***o ( 43) ,2013-02-07
great nice packing,5,Buyer: r***e ( 272) ,2013-02-07
Very quick to ship good price. We love the rings top quality great value,5,Buyer: l***0 ( 52) ,2013-02-06
Please send my ring in a size 6,5,Buyer: n***r ( 10) ,2013-02-06
Great item,5,Buyer: 8***n ( 184) ,2013-02-05
Seller was extremely easy to work with. Quick Shipping.,5,Buyer: t***a ( 44) ,2013-02-05
"A very beautiful ring, love it",5,Buyer: 5***5 ( 17) ,2013-02-05
Awesome!! Thank you ,5,Buyer: j***o ( 105) ,2013-02-04
"the ring is awesome with great quality and craftsmanship, a must buy ! thanks ",5,Buyer: t***a ( 0 ) ,2013-02-04
GREAT EBAYER!!!!,5,Buyer: e***f ( 1437) ,2013-02-03
Beautiful Packaging and timely,5,Buyer: a***e ( 39) ,2013-02-02
"Great product ,Fast shipping and very Happy!",5,Buyer: f***n ( 30) ,2013-02-02
agapejewels is a very professional company,5,Buyer: s***1 ( 39) ,2013-02-01
Very nice,5,Buyer: t***b ( 235) ,2013-02-01
The rings I bought were absolutely beautiful. He does really good work.,5,Buyer:Êd***sÊ( 3 )Ê,2013-02-01
Excellent. Thank you!,5,Buyer: c***a ( 755) ,2013-01-31
"great customer service, thanks",5,Buyer: d***w ( 867) ,2013-01-30
Absolutely beautiful! Thank you Richard for the great customer service.,5,Buyer: c***o ( 89) ,2013-01-30
Great Communication! Fast Shipping! Loved the Stone!!!!,5,Buyer: d***l ( 384) ,2013-01-29
Communication and understanding is great. Recommend seller,5,Buyer: n***a ( 169) ,2013-01-29
Very nice,5,Buyer: o***l ( 73) ,2013-01-28
Very good,5,Buyer: o***l ( 73) ,2013-01-28
"Perfect seller! Great communication!! Super fast shipping!!! Outstanding, thanks",5,Buyer: a***t ( 65) ,2013-01-28
"Its incrediable,very ",5,Buyer: l***h ( 31) ,2013-01-27
this is the best customer service i yet to receive. thanks. i'm please,5,Buyer: d***u ( 35) ,2013-01-25
thank you very pretty,5,Buyer: t***o ( 339) ,2013-01-25
So Beauitful !!!! Thank you So much and for stunning earrings !!!!!,5,Buyer: 7***a ( 147) ,2013-01-25
BEAUTIFUL ring and faster shipping than I expected! Can't wait to show it off!,5,Buyer: l***9 ( 16) ,2013-01-24
Thank you.,5,Buyer: o***7 ( 55) No longer a registered user,2013-01-24
"Love this vendor, i'll be happy to add him to my favorites",5,Buyer: k***u ( 50) ,2013-01-23
As described,5,Buyer: a***u ( 329) ,2013-01-23
A++ seller,5,Buyer: a***i ( 73) ,2013-01-22
The ring is beautiful and stunning in person! I'm very happy and will be always,5,Buyer: s***i ( 41) ,2013-01-22
"Very personal considering this is a major seller, thank ya'll again.",5,Buyer: e***e ( 83) ,2013-01-21
Love love love it! Great product great people!,5,Buyer: n***u ( 83) ,2013-01-21
Great will buy more thanks love the ring ,5,Buyer: 0***0 ( 82) ,2013-01-21
Communication and understanding is great. Recommend seller,5,Buyer: n***a ( 169) ,2013-01-20
"OUTSTANDING RING , OUTSTANDING CUSTOMER SERVICE. ILL BUY AGAIN",5,Buyer: a***l ( 14) ,2013-01-20
love this seller! Great communication!,5,Buyer: r***o ( 80) ,2013-01-19
Beautiful ring!,5,Buyer: a***e ( 21) ,2013-01-19
A,5,Buyer: s***y ( 1788) ,2013-01-19
Great service and product. Will recommend to all I know!,5,Buyer: u***l ( 25) ,2013-01-18
"5 Star Seller!! Great Communication, Beautiful Items!!!",5,Buyer: q***d ( 734) ,2013-01-18
Great price fast shipping!! Awesome seller!,5,Buyer: e***m ( 47) ,2013-01-18
Beatifull ring and band a good price too.,5,Buyer: r***o ( 116) ,2013-01-18
Great seller to do business with. Fast shipping and beautiful ring. ,5,Buyer: c***n ( 48) ,2013-01-16
Thanks for shipping. Very happy with product and seller!,5,Buyer: n***m ( 25) ,2013-01-16
"OMG.....it's just beautiful, highly recommend this seller! Very fast shipping!",5,Buyer: 0***r ( 539) ,2013-01-15
fast shipping great looking piece AAAA+++++ will buy from again.,5,Buyer: s***r ( 48) ,2013-01-14
FAST SHIPPING,5,Buyer: c***t ( 222) ,2013-01-13
"Beautiful ring, she loves it and I am now engaged. Thank you for a great job!!!!",5,Buyer: v***e ( 13) ,2013-01-11
I love this stone and the box it came in. The process was very fast and easy.,5,Buyer: o***n ( 4 ) ,2013-01-11
"Thanks, very nicely packed and shipped, great honest seller",5,Buyer: o***i ( 101) ,2013-01-10
"Did not end up keeping product, but great seller. Good communication.",5,Buyer: p***a ( 25) ,2013-01-10
Absolutely love it! ,5,Buyer: t***0 ( 97) ,2013-01-10
"Thank you, very happy with my purchase and I'm sure I will be a repeat customer.",5,Buyer: e***a ( 34) ,2013-01-09
"Thank you received quickly, and they are very beautiful.",5,Buyer: e***a ( 34) ,2013-01-09
Wasn't my style. No hassle return. I will deal with Agape again. Thank you.,5,Buyer: i***i ( 35) ,2013-01-09
Communication was good!,5,Buyer: g***b ( 30) ,2013-01-08
It's wonderful. Couldn't have asked for better.,5,Buyer: c***r ( 48) ,2013-01-08
Ring was great! Shipping was lightning fast! Thanks!,5,Buyer: i***i ( 269) ,2013-01-08
Awesome Doing Business With You! Thanks so Much!!! :),5,Buyer: d***b ( 88) ,2013-01-07
beautiful jewlery. Fast shipping.,5,Buyer: 9***9 ( 491) ,2013-01-07
Great Ebayer! A++,5,Buyer: r***- ( 1025) ,2013-01-05
"Outstanding price, shipping and product. Absolutely beautiful. ",5,Buyer: a***e ( 82) ,2013-01-05
"BEAUTIFUL!!! great quality, seller communicated so good, pkg box great& earrings",5,Buyer: i***e ( 65) ,2013-01-04
I LOVE IT!! Thank you so much xx,5,Buyer: v***d ( 1946) No longer a registered user,2013-01-04
BEAUTIFUL,5,Buyer: 9***0 ( 15) ,2013-01-04
"Item as described, looks fantastic! I would highly recommend the seller!",5,Buyer: a***i ( 73) ,2013-01-03
"Fast shipping, amazing ring and quality, very impressed and thankful!! A ++++",5,Buyer: d***r ( 51) ,2013-01-02
was exellent company,5,Buyer: i***e ( 8 ) ,2013-01-02
Absolutely LOVE it! Couldn't be happier!,5,Buyer: e***p ( 515) ,2013-01-01
Beautiful ring!,5,Buyer: _***n ( 29) ,2013-01-01
Thanks,5,Buyer: s***a ( 2011) ,2013-01-01
"Beautiful ring,easy transaction, definitely said yes!",5,Buyer: g***b ( 14) ,2013-01-01
"Great product, great communication. Thanks for a positive experience!",5,Buyer: a***d ( 259) ,2012-12-31
Great product and great communication. Thanks for a positive experience.,5,Buyer: a***d ( 259) ,2012-12-31
Richard is an A+ guy!!,5,Buyer: f***c ( 147) ,2012-12-31
"Incredibly happy with the quality, the shipping time & gift included! Excellent!",5,Buyer: t***o ( 25) ,2012-12-29
"Excellent seller,very professional and even better merchandise!",5,Buyer: l***i ( 23) ,2012-12-29
Gorgeous! I love this ring!,5,Buyer: m***t ( 148) ,2012-12-29
"everything about the transaction was top rate, would recommend",5,Buyer: a***e ( 145) ,2012-12-28
Absolutely beautiful and great communication would do business again,5,Buyer: c***a ( 119) ,2012-12-27
Fast Shipping with an absolutely gorgeous ring! Thanks and Happy Holidays!,5,Buyer: k***i ( 512) ,2012-12-27
Very happy with my purchase.,5,Buyer: p***s ( 110) ,2012-12-27
love the sparks,5,Buyer: a***6 ( 149) ,2012-12-26
A+++++++,5,Buyer: m***g ( 196) ,2012-12-26
love it,5,Buyer: b***t ( 1034) ,2012-12-26
Very fast shipping! Right in time for Christmas! Thank you!,5,Buyer: t***0 ( 147) ,2012-12-24
Great service and product,5,Buyer: h***h ( 13) ,2012-12-24
"Thank you,love it,great item, just like you post it :) ",5,Buyer: o***d ( 15) ,2012-12-23
"Thank you, love it !!",5,Buyer: n***s ( 233) ,2012-12-22
absolutely beautiful jewelry,5,Buyer: l***e ( 19) ,2012-12-22
"Excellent stone, fast and friendly service, do not hesitate to shop AGAPE!",5,Buyer: d***e ( 229) ,2012-12-22
Very easy purchase...Great product!,5,Buyer: n***h ( 8 ) ,2012-12-21
Ring size 7,5,Buyer: l***e ( 16) ,2012-12-21
Great experience and very good communicator!!,5,Buyer: 3***3 ( 13) ,2012-12-21
BEAUTIFUL!!!!!!!!! Love it!! Would recommend!!,5,Buyer: e***c ( 363) ,2012-12-21
"the ring is beautiful, wife loves it, great job, thank you",5,Buyer: t***4 ( 13) ,2012-12-20
I recieved my ring today was shipped last night it is absolutely beautiful,5,Buyer: _***0 ( 4 ) ,2012-12-20
We love it! It's perfect!,5,Buyer: p***i ( 37) ,2012-12-20
This ring is the most beautiful thing I have ever seen. Thank you! ,5,Buyer: 1***i ( 93) ,2012-12-20
"Gorgeous item, great price, great communication from seller",5,Buyer: n***r ( 25) ,2012-12-20
"Item as described, great transaction....Thanks You",5,Buyer: n***g ( 9 ) ,2012-12-20
excellent customer service ring is gorgeous,5,Buyer: 3***6 ( 312) ,2012-12-20
Excellent,5,Buyer: d***o ( 1 ) ,2012-12-19
AAA++ Seller Fast shipping Please leave me feed back,5,Buyer: s***r ( 341) ,2012-12-19
GREAT PRODUCT. AWESOME COMMUNICATION. FAST SHIPMENT. THANK YOU,5,Buyer: i***a ( 341) ,2012-12-18
Its beautiful! Thank you!,5,Buyer: a***2 ( 3 ) ,2012-12-18
As advertised - thank you.,5,Buyer: 4***e ( 565) ,2012-12-18
Thank you fast,5,Buyer: a***r ( 225) ,2012-12-17
Great seller! Thanks a ton,5,Buyer: c***h ( 129) No longer a registered user,2012-12-17
Great Transaction! Fast Shipping and good Communications! Recommended A+,5,Buyer: d***e ( 842) ,2012-12-17
Beautiful ring!!! Love it!!!,5,Buyer: n***s ( 5 ) ,2012-12-17
awesome business,5,Buyer: m***n ( 15) ,2012-12-14
very nice product,5,Buyer: 2***2 ( 278) ,2012-12-12
"Best seller, great communication, can't recommend highly enough. Thank you!!",5,Buyer: c***d ( 66) ,2012-12-12
Outstanding; fast shipping. Thanks!,5,Buyer: s***f ( 203) ,2012-12-12
Good all around transaction. Thanks.,5,Buyer: 6***6 ( 541) ,2012-12-11
"Awesome, beautiful ring",5,Buyer: r***i ( 218) ,2012-12-11
Awesome ring just as described. ,5,Buyer: m***y ( 183) ,2012-12-11
"Product is amazing, fast shipping and outstanding customer support. Thanks",5,Buyer: 0***0 ( 55) ,2012-12-11
Awesome quality stone! love it! thank you!! Excellent ebayer!,5,Buyer: e***a ( 25) ,2012-12-11
 My gf is in love with the ring more than she do with!! Ty so much! A plus!!,5,Buyer: a***k ( 6 ) ,2012-12-10
Great service again; very satisfied,5,Buyer: m***a ( 2 ) ,2012-12-10
This is what ebays all about great people to deal with AAAA++++,5,Buyer: k***5 ( 1206) ,2012-12-10
I'm very happy thank you..,5,Buyer: o***0 ( 19) ,2012-12-10
Excellent! Very happy!,5,Buyer: c***a ( 34) ,2012-12-10
beautiful; love their jewelry,5,Buyer: m***l ( 957) ,2012-12-10
love their jewelry; beautiful,5,Buyer: m***l ( 957) ,2012-12-10
"Great communication, fast shipping, and beautiful ring! ",5,Buyer: d***u ( 83) ,2012-12-08
AMAZINGLY GORGEOUS! REAL GOLD!!!! A+++ Ebayer Great cust.care! Thank you!!!,5,Buyer: 1***n ( 120) ,2012-12-08
I would strongly recommend this company to anyone. I was very impressed . ,5,Buyer: j***p ( 30) ,2012-12-07
A++++,5,Buyer: t***i ( 945) ,2012-12-07
Great seller. Good communication and fast shipping. Great product. ,5,Buyer: i***j ( 39) ,2012-12-06
Beautiful stone and great customer service! Very happy.,5,Buyer: n***a ( 4 ) ,2012-12-06
Ring looks AMAZING! I love it.,5,Buyer: a***2 ( 16) ,2012-12-06
absolutely gorgeous best looking simulated diamond i have seen to date,5,Buyer: a***7 ( 74) ,2012-12-05
"Absolutely beautiful ring, Great communication & fast shipping Thanks :)",5,Buyer: j***8 ( 165) ,2012-12-04
She is very happy with the ring,5,Buyer: 1***a ( 47) ,2012-12-04
very nice would buy again,5,Buyer: 2***7 ( 29) ,2012-12-04
"Fast ship, beautiful earings! Thank you",5,Buyer: e***t ( 362) ,2012-12-04
"Ab fab! Gr8 comms, great design, highly recommended eBayer",5,Buyer: c***c ( 413) ,2012-12-04
Love it! Thanks,5,Buyer: 6***6 ( 133) ,2012-12-03
Ring looks amazing!!! I just got it so I hope it holds up like it promises. ,5,Buyer: p***s ( 25) ,2012-12-03
Ring looks perfect!!! Very impressed. ,5,Buyer: c***e ( 46) ,2012-12-03
It was just as they said it would be ... Perfect,5,Buyer: e***n ( 4 ) ,2012-12-03
"Awesome, beautiful ring!!! Thank you VERY much!!!",5,Buyer: 6***6 ( 52) ,2012-12-02
So pleased with the quality and excellent customer service!,5,Buyer: 3***3 ( 25) ,2012-12-01
"Exceeded all expectations, stunning! Fast shipping too. Thank you!",5,Buyer: v***c ( 373) ,2012-12-01
Excellent ,5,Buyer: s***k ( 60) ,2012-11-30
The ring is stunning! Shipping was quick! Description was spot on. Thank you,5,Buyer: l***n ( 170) ,2012-11-30
good,5,Buyer: r***j ( 24) ,2012-11-30
I cancelled this order and placed another one. Very fast and curtious service A+,5,Buyer: a***7 ( 74) ,2012-11-29
"very nice product and very good to deal with, will buy again",5,Buyer: r***3 ( 601) ,2012-11-28
Amazing quality and craftsmanship. Unbelievable happy with this purchase. ,5,Buyer: d***d ( 46) ,2012-11-28
very quick shipment and pleasant to work with!,5,Buyer: b***i ( 32) ,2012-11-28
Beautiful ring! A pleasure to deal with. Totally satisfied.,5,Buyer: 8***8 ( 937) ,2012-11-28
Very nice quality,5,Buyer: r***e ( 41) ,2012-11-27
"excellent customer service, response to question",5,Buyer: c***o ( 70) ,2012-11-26
quick shipment and beautiful stone,5,Buyer: i***t ( 146) ,2012-11-26
FAST SHIPMENT GREAT RING THANKS,5,Buyer: b***h ( 58) No longer a registered user,2012-11-25
Size 6,5,Buyer: t***y ( 5 ) ,2012-11-24
Cancel for second transaction,5,Buyer: t***y ( 5 ) ,2012-11-24
